Y Chromosome	"Y Chromosome	0	12	GO_ontology"	"[{""token"": ""Y Chromosome"", ""start_span"": 0, ""end_span"": 12, ""type"": ""GO_ontology""}]"
Crx, by virtue of being a transcription factor, presumably controls genes that are responsible for the building and perhaps maintenance of the outer segment structure, including rhodopsin and peripherin.	"outer segment structure	143	166	GO_ontology"	"[{""token"": ""outer segment structure"", ""start_span"": 143, ""end_span"": 166, ""type"": ""GO_ontology""}]"
In ninaE null mutants, the rhabdomere, a structure analogous to vertebrate outer segments, fails to develop in R1 - R6 photoreceptors [ 42], reminiscent of the situation in rhodopsin - / - mice [ 29].	"rhabdomere	27	37	GO_ontology"	"[{""token"": ""rhabdomere"", ""start_span"": 27, ""end_span"": 37, ""type"": ""GO_ontology""}]"
[ 43] demonstrated a temporal requirement for rhodopsin expression during rhabdomere development.	"rhabdomere	74	84	GO_ontology"	"[{""token"": ""rhabdomere"", ""start_span"": 74, ""end_span"": 84, ""type"": ""GO_ontology""}]"
However, expression shortly before or after this critical period failed to rescue, suggesting that rhodopsin expression during a discrete window of time in development is essential for proper rhabdomere morphogenesis.	"rhabdomere	192	202	GO_ontology"	"[{""token"": ""rhabdomere"", ""start_span"": 192, ""end_span"": 202, ""type"": ""GO_ontology""}]"
Thus, through its regulation of rhodopsin levels, or perhaps through control of the kinetics of the up - regulation of rhodopsin beginning at about P6, Crx may be regulating outer segment morphogenesis.	"outer segment	174	187	GO_ontology"	"[{""token"": ""outer segment"", ""start_span"": 174, ""end_span"": 187, ""type"": ""GO_ontology""}]"
They include enzymes that are important in lipid metabolism, protein folding and transport, as well as in other processes that one might envision would be important in building a structure such as the outer segment.	"outer segment	201	214	GO_ontology"	"[{""token"": ""outer segment"", ""start_span"": 201, ""end_span"": 214, ""type"": ""GO_ontology""}]"
Future analyses of the function of these genes might reveal their role in outer segment biogenesis.	"outer segment	74	87	GO_ontology"	"[{""token"": ""outer segment"", ""start_span"": 74, ""end_span"": 87, ""type"": ""GO_ontology""}]"
However, the spontaneously occurring mouse mutant in CRB1, the Rd8 mouse, develops shortened outer segments that subsequently degenerate [ 48], suggesting that photoreceptor polarization and synaptogenesis are intact in this mutant.	"outer segments	93	107	GO_ontology"	"[{""token"": ""outer segments"", ""start_span"": 93, ""end_span"": 107, ""type"": ""GO_ontology""}]"
The Crx - / - mouse demonstrates the most severe abnormality of photoreceptor synapses reported to date.	"synapses	78	86	GO_ontology"	"[{""token"": ""synapses"", ""start_span"": 78, ""end_span"": 86, ""type"": ""GO_ontology""}]"
The peripherin - / - mouse develops a normal complement of photoreceptor terminals which then degenerate as the photoreceptors are lost [ 30].	"terminals	73	82	GO_ontology"	"[{""token"": ""terminals"", ""start_span"": 73, ""end_span"": 82, ""type"": ""GO_ontology""}]"
Also, similarly in rhodopsin ( Rho) and cyclic nucleotide - gated channel, alpha - 3 ( CNGA3) double knockout mice ( Rho - / -, CNGA3 - / -), synapses are reported to form normally [ 49].	"synapses	142	150	GO_ontology"	"[{""token"": ""synapses"", ""start_span"": 142, ""end_span"": 150, ""type"": ""GO_ontology""}]"
These observations demonstrate that photoreceptor synaptogenesis can occur in the absence of outer segment formation.	"outer segment	93	106	GO_ontology"	"[{""token"": ""outer segment"", ""start_span"": 93, ""end_span"": 106, ""type"": ""GO_ontology""}]"
In keeping with this observation is the fact that some electroretinogram activity is present in peripherin - / - mice, suggesting that minimal phototransduction is present in these mice, enough to drive activity at the photoreceptor synapse.	"synapse	233	240	GO_ontology"	"[{""token"": ""synapse"", ""start_span"": 233, ""end_span"": 240, ""type"": ""GO_ontology""}]"
A more likely explanation is that Crx plays a role in photoreceptor synapse formation, perhaps by regulating directly, or indirectly, important genes in this process.	"synapse	68	75	GO_ontology"	"[{""token"": ""synapse"", ""start_span"": 68, ""end_span"": 75, ""type"": ""GO_ontology""}]"
Tags from three genes from proteins expressed in photoreceptor terminals were found to be decreased in a statistically significant fashion, namely the HGF - regulated tyrosine kinase substrate, the CRIPT protein, and synaptotagmin 1 ( Blackshaw and Cepko, unpublished data).	"terminals	63	72	GO_ontology"	"[{""token"": ""terminals"", ""start_span"": 63, ""end_span"": 72, ""type"": ""GO_ontology""}]"
An example of a gene that was increased in the Crx - / - retina is HRG4 ( a homologue of the C. elegans Unc119 gene) ( Blackshaw and Cepko, unpublished data) which encodes a component of the ribbon synapse [ 33].	"synapse	198	205	GO_ontology"	"[{""token"": ""synapse"", ""start_span"": 198, ""end_span"": 205, ""type"": ""GO_ontology""}]"
The fact that it is upregulated might indicate a response to the lack of proper terminal structures.	"terminal	80	88	GO_ontology"	"[{""token"": ""terminal"", ""start_span"": 80, ""end_span"": 88, ""type"": ""GO_ontology""}]"
Several other genes encoding putative cytoskeletal elements also were increased ( e. g. microtubule associated protein 4) or decreased ( e. g. cofilin 1) in the Crx - / - retina, with P values of <. 005.	"cytoskeletal	38	50	GO_ontology"	"[{""token"": ""cytoskeletal"", ""start_span"": 38, ""end_span"": 50, ""type"": ""GO_ontology""}]"
Abnormal photoreceptor terminal formation was noted in a study that examined retinal development in the laminin beta2 chain - deficient mouse [ 52].	"terminal	23	31	GO_ontology"	"[{""token"": ""terminal"", ""start_span"": 23, ""end_span"": 31, ""type"": ""GO_ontology""}]"
Also photoreceptor terminals were perturbed in laminin beta2 mutants, but again the phenotype was more subtle then that of Crx - / - mice.	"terminals	19	28	GO_ontology"	"[{""token"": ""terminals"", ""start_span"": 19, ""end_span"": 28, ""type"": ""GO_ontology""}]"
The majority of known genes responsible for human genetic blindness, encode proteins expressed almost exclusively, or exclusively, in photoreceptors, particularly in the outer segment [ 35].	"outer segment	170	183	GO_ontology"	"[{""token"": ""outer segment"", ""start_span"": 170, ""end_span"": 183, ""type"": ""GO_ontology""}]"
Many of these proteins are required for phototransduction or outer segment structure.	"outer segment	61	74	GO_ontology"	"[{""token"": ""outer segment"", ""start_span"": 61, ""end_span"": 74, ""type"": ""GO_ontology""}]"
In the current study, we present data that argue that, in addition to outer segment morphogenesis, synaptogenesis may also be critically impaired in at least a subset of LCA.	"outer segment	70	83	GO_ontology"	"[{""token"": ""outer segment"", ""start_span"": 70, ""end_span"": 83, ""type"": ""GO_ontology""}]"
These procedures were found optimal for maintaining the structural integrity of the photoreceptor outer segments.	"photoreceptor outer segments	84	112	GO_ontology"	"[{""token"": ""photoreceptor outer segments"", ""start_span"": 84, ""end_span"": 112, ""type"": ""GO_ontology""}]"
We would like to thank Heather Regan and Dr. Susumu Ito for helping with ultrastructural analyses and Dr. David Papermaster for helpful discussions on the formation of outer segments.	"outer segments	168	182	GO_ontology"	"[{""token"": ""outer segments"", ""start_span"": 168, ""end_span"": 182, ""type"": ""GO_ontology""}]"
The postnatal growth of heart and slow - twitch skeletal muscle, organs with high mitochondrial energy demands, is blunted in PGC - 1 alpha - / - mice.	"mitochondrial	82	95	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 82, ""end_span"": 95, ""type"": ""GO_ontology""}]"
Mitochondrial number and respiratory capacity is diminished in slow - twitch skeletal muscle of PGC - 1 alpha - / - mice, leading to reduced muscle performance and exercise capacity.	"Mitochondrial	0	13	GO_ontology"	"[{""token"": ""Mitochondrial"", ""start_span"": 0, ""end_span"": 13, ""type"": ""GO_ontology""}]"
Following short - term starvation, PGC - 1 alpha - / - mice develop hepatic steatosis due to a combination of reduced mitochondrial respiratory capacity and an increased expression of lipogenic genes.	"mitochondrial	118	131	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 118, ""end_span"": 131, ""type"": ""GO_ontology""}]"
Lastly, vacuolar lesions were detected in the central nervous system of PGC - 1 alpha - / - mice.	"vacuolar	8	16	GO_ontology"	"[{""token"": ""vacuolar"", ""start_span"": 8, ""end_span"": 16, ""type"": ""GO_ontology""}]"
Mitochondrial functional capacity is dynamically regulated to meet the diverse energy demands imposed on the mammalian organism following birth.	"Mitochondrial	0	13	GO_ontology"	"[{""token"": ""Mitochondrial"", ""start_span"": 0, ""end_span"": 13, ""type"": ""GO_ontology""}]"
Recent evidence points toward a transcriptional coactivator, peroxisome proliferator - activated receptor - gamma ( PPAR gamma) coactivator - 1 alpha ( PGC - 1 alpha), as an integrator of the molecular regulatory circuitry involved in the transcriptional control of cellular energy metabolism, including mitochondrial function and biogenesis [ 1, 2].	"mitochondrial	304	317	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 304, ""end_span"": 317, ""type"": ""GO_ontology""}]"
PGC - 1 alpha was discovered in a yeast two - hybrid screen for brown adipose - specific factors that interact with the adipogenic nuclear receptor PPAR gamma [ 2].	"nuclear	131	138	GO_ontology"	"[{""token"": ""nuclear"", ""start_span"": 131, ""end_span"": 138, ""type"": ""GO_ontology""}]"
PGC - 1 alpha serves as a direct transcriptional coactivator of nuclear and nonnuclear receptor transcription factors involved in cellular energy metabolism [ 6].	"nuclear	64	71	GO_ontology"	"[{""token"": ""nuclear"", ""start_span"": 64, ""end_span"": 71, ""type"": ""GO_ontology""}]"
PGC - 1 alpha is distinct among most coactivators in that it exhibits a tissue - enriched expression pattern and is highly inducible by physiologic conditions known to increase the demand for mitochondrial ATP or heat production [ 2, 6, 7].	"mitochondrial	192	205	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 192, ""end_span"": 205, ""type"": ""GO_ontology""}]"
PGC - 1 alpha is enriched in brown adipose tissue ( BAT), heart, slow - twitch skeletal muscle, and kidney -- all tissues with high - capacity mitochondrial systems.	"mitochondrial	143	156	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 143, ""end_span"": 156, ""type"": ""GO_ontology""}]"
First, PGC - 1 alpha activates the transcription of mitochondrial uncoupling protein - 1 ( UCP - 1) in BAT through interactions with the nuclear hormone receptors PPAR gamma and thyroid receptor [ 2].	"nuclear	137	144	GO_ontology"	"[{""token"": ""nuclear"", ""start_span"": 137, ""end_span"": 144, ""type"": ""GO_ontology""}]"
Third, studies in primary cardiac myocytes in culture and in the hearts of transgenic mice have demonstrated that overexpression of PGC - 1 alpha promotes mitochondrial biogenesis [ 10, 16].	"mitochondrial	155	168	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 155, ""end_span"": 168, ""type"": ""GO_ontology""}]"
Collectively, these results indicate that PGC - 1 alpha is sufficient to drive mitochondrial biogenesis.	"mitochondrial	79	92	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 79, ""end_span"": 92, ""type"": ""GO_ontology""}]"
Recent studies have also shown altered expression of PGC - 1 alpha and downstream mitochondrial target pathways in skeletal muscle of humans with insulin resistance and diabetes [ 22, 23, 24].	"mitochondrial	82	95	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 82, ""end_span"": 95, ""type"": ""GO_ontology""}]"
However, the necessity of PGC - 1 alpha for energy metabolic homeostasis, mitochondrial biogenesis, development, and growth can only be addressed using loss - of - function strategies.	"mitochondrial	74	87	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 74, ""end_span"": 87, ""type"": ""GO_ontology""}]"
Our studies of PGC - 1 alpha - / - mice demonstrate that PGC - 1 alpha is not absolutely required for prenatal viability including mitochondrial biogenesis.	"mitochondrial	131	144	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 131, ""end_span"": 144, ""type"": ""GO_ontology""}]"
PGC - 1 alpha protein was not detected in whole cell ( Figure 1E) or nuclear protein extracts ( unpublished data) isolated from BAT of PGC - 1 alpha - / - mice under basal conditions or in response to cold exposure, a condition known to markedly induce the expression of PGC - 1 alpha in BAT.	"nuclear	69	76	GO_ontology"	"[{""token"": ""nuclear"", ""start_span"": 69, ""end_span"": 76, ""type"": ""GO_ontology""}]"
Individual organ weights were assessed, given the importance of mitochondrial energy metabolism for postnatal growth in certain organs.	"mitochondrial	64	77	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 64, ""end_span"": 77, ""type"": ""GO_ontology""}]"
Thus, certain tissues with high mitochondrial energy requirements, such as heart and slow - twitch skeletal muscle, exhibit modest growth defects in PGC - 1 alpha - / - mice.	"mitochondrial	32	45	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 32, ""end_span"": 45, ""type"": ""GO_ontology""}]"
Abnormal Muscle Mitochondrial Phenotype in PGC - 1 alpha - / - Mice	"Mitochondrial	16	29	GO_ontology"	"[{""token"": ""Mitochondrial"", ""start_span"": 16, ""end_span"": 29, ""type"": ""GO_ontology""}]"
There were no obvious abnormalities in cellularity, cell size, or extracellular matrix in the tissues of 1 - 2 - mo - old PGC - 1 alpha - / - mice ( unpublished data).	"extracellular matrix	66	86	GO_ontology"	"[{""token"": ""extracellular matrix"", ""start_span"": 66, ""end_span"": 86, ""type"": ""GO_ontology""}]"
Electron microscopic analysis revealed fewer and smaller mitochondria in soleus muscle of PGC - 1 alpha - / - mice compared to sex - and age - matched PGC - 1 alpha + / + controls ( Figure 3A).	"mitochondria	57	69	GO_ontology"	"[{""token"": ""mitochondria"", ""start_span"": 57, ""end_span"": 69, ""type"": ""GO_ontology""}]"
In contrast to the results with soleus, no significant differences in mitochondrial ultrastructure or volume density were noted in heart or BAT of PGC - 1 alpha - / - mice ( unpublished data).	"mitochondrial	70	83	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 70, ""end_span"": 83, ""type"": ""GO_ontology""}]"
